/home/mrtrent/llama.cpp-tree-tbq4-rdna3-github/benches/rocm-rdna3/mmq-27b-mtp-auto-vs-manual-20260525-091206/baseline
case	chunk	ubatch	f16	mmq	contract_valid	health_ok	fill_pps	test_cache_n	test_prompt_n	test_pps	loaded_gib	peak_gib	peak_delta_gib	after_shutdown_gib	route_counts	server_rc	dir
chunk1024_f161_mmq0	1024	1024	1	0	True	True	789.239976931687	4096	1024	717.6743426516525	19.359	22.741	3.382	1.352	"{""tile:tile"": 119, ""vec:q8k_tbq4v_vec"": 15, ""vec:vec"": 2}"	0	/home/mrtrent/llama.cpp-tree-tbq4-rdna3-github/benches/rocm-rdna3/mmq-27b-mtp-auto-vs-manual-20260525-091206/baseline/chunk1024_f161_mmq0

