case	chunk	ubatch	f16	mmq	contract_valid	health_ok	fill_pps	test_cache_n	test_prompt_n	test_pps	loaded_gib	peak_gib	peak_delta_gib	after_shutdown_gib	route_counts	server_rc	dir
chunk1024_f161_mmq0	1024	1024	1	0	True	True	815.9531591889554	4096	1024	730.5529515338044	19.357	22.737	3.38	1.349	"{""tile:tile"": 119, ""vec:q8k_tbq4v_vec"": 15, ""vec:vec"": 2}"	0	/home/mrtrent/llama.cpp-tree-tbq4-rdna3-github/benches/rocm-rdna3/mmq-27b-mtp-auto-vs-manual-20260525-091206/auto/chunk1024_f161_mmq0
